district_name,year,ghi_annual,rolling_3yr_avg
Sindhuli,2018,1641.28,1619.7
Sindhuli,2019,1655.15,1637.6
Sindhuli,2020,1545.89,1614.1
Sindhuli,2021,1589.76,1596.9
Sindhuli,2022,1640.42,1592.0
Sindhuli,2023,1705.66,1645.3
Sindhupalchok,2005,1595.86,1595.9
Sindhupalchok,2006,1542.06,1569.0
Sindhupalchok,2007,1477.98,1538.6
Sindhupalchok,2008,1511.98,1510.7
Sindhupalchok,2009,1582.31,1524.1
Sindhupalchok,2010,1564.02,1552.8
Sindhupalchok,2011,1497.68,1548.0
Sindhupalchok,2012,1616.45,1559.4
Sindhupalchok,2013,1487.30,1533.8
Sindhupalchok,2014,1548.37,1550.7
Sindhupalchok,2015,1522.83,1519.5
Sindhupalchok,2016,1470.84,1514.0
Sindhupalchok,2017,1514.84,1502.8
Sindhupalchok,2018,1516.21,1500.6
Sindhupalchok,2019,1510.76,1513.9
Sindhupalchok,2020,1437.41,1488.1
Sindhupalchok,2021,1424.90,1457.7
Sindhupalchok,2022,1496.10,1452.8
Sindhupalchok,2023,1541.21,1487.4
Siraha,2005,1785.19,1785.2
Siraha,2006,1798.37,1791.8
Siraha,2007,1706.26,1763.3
Siraha,2008,1718.64,1741.1
Siraha,2009,1789.78,1738.2
Siraha,2010,1773.26,1760.6
Siraha,2011,1729.36,1764.1
Siraha,2012,1835.31,1779.3
Siraha,2013,1724.70,1763.1
Siraha,2014,1731.98,1764.0
Siraha,2015,1695.99,1717.6
Siraha,2016,1689.61,1705.9
Siraha,2017,1714.58,1700.1
Siraha,2018,1747.44,1717.2
Siraha,2019,1749.87,1737.3
Siraha,2020,1631.57,1709.6
Siraha,2021,1698.14,1693.2
Siraha,2022,1747.46,1692.4
Siraha,2023,1799.61,1748.4
Solukhumbu,2005,1727.25,1727.3
Solukhumbu,2006,1675.13,1701.2
Solukhumbu,2007,1601.93,1668.1
Solukhumbu,2008,1640.68,1639.2
Solukhumbu,2009,1669.87,1637.5
Solukhumbu,2010,1651.28,1653.9
Solukhumbu,2011,1614.41,1645.2
Solukhumbu,2012,1739.73,1668.5
Solukhumbu,2013,1621.32,1658.5
Solukhumbu,2014,1661.16,1674.1
Solukhumbu,2015,1668.55,1650.3
Solukhumbu,2016,1589.63,1639.8
Solukhumbu,2017,1619.77,1626.0
Solukhumbu,2018,1617.75,1609.1
Solukhumbu,2019,1666.41,1634.6
Solukhumbu,2020,1532.70,1605.6
Solukhumbu,2021,1548.31,1582.5
Solukhumbu,2022,1598.00,1559.7
Solukhumbu,2023,1657.68,1601.3
Sunsari,2005,1638.98,1639.0
Sunsari,2006,1644.80,1641.9
Sunsari,2007,1554.54,1612.8
Sunsari,2008,1573.87,1591.1
Sunsari,2009,1604.27,1577.6
Sunsari,2010,1594.88,1591.0
Sunsari,2011,1566.24,1588.5
Sunsari,2012,1661.78,1607.6
Sunsari,2013,1578.25,1602.1
Sunsari,2014,1594.04,1611.4
Sunsari,2015,1543.11,1571.8
Sunsari,2016,1542.39,1559.8
Sunsari,2017,1558.29,1547.9
Sunsari,2018,1541.11,1547.3
Sunsari,2019,1564.64,1554.7
Sunsari,2020,1476.45,1527.4
Sunsari,2021,1562.64,1534.6
Sunsari,2022,1573.22,1537.4
Sunsari,2023,1649.10,1595.0
Surkhet,2005,1805.46,1805.5
Surkhet,2006,1790.48,1798.0
Surkhet,2007,1716.86,1770.9
Surkhet,2008,1710.97,1739.4
Surkhet,2009,1846.35,1758.1
Surkhet,2010,1796.88,1784.7
Surkhet,2011,1739.00,1794.1
Surkhet,2012,1830.26,1788.7
Surkhet,2013,1672.64,1747.3
Surkhet,2014,1804.62,1769.2
Surkhet,2015,1749.38,1742.2
Surkhet,2016,1713.65,1755.9
Surkhet,2017,1747.21,1736.7
Surkhet,2018,1757.36,1739.4
Surkhet,2019,1720.09,1741.6
Surkhet,2020,1689.71,1722.4
Surkhet,2021,1643.45,1684.4
Surkhet,2022,1740.12,1691.1
Surkhet,2023,1761.98,1715.2
Syangja,2005,1687.07,1687.1
Syangja,2006,1654.06,1670.6
Syangja,2007,1530.10,1623.7
Syangja,2008,1598.94,1594.4
Syangja,2009,1689.38,1606.1
Syangja,2010,1650.86,1646.4
Syangja,2011,1582.11,1640.8
Syangja,2012,1718.19,1650.4
Syangja,2013,1554.28,1618.2
Syangja,2014,1631.89,1634.8
Syangja,2015,1581.67,1589.3
Syangja,2016,1558.84,1590.8
Syangja,2017,1585.75,1575.4
Syangja,2018,1587.42,1577.3
Syangja,2019,1602.90,1592.0
Syangja,2020,1496.13,1562.2
Syangja,2021,1510.73,1536.6
Syangja,2022,1586.75,1531.2
Syangja,2023,1663.20,1586.9
Tanahun,2005,1696.49,1696.5
Tanahun,2006,1657.74,1677.1
Tanahun,2007,1547.11,1633.8
Tanahun,2008,1614.30,1606.4
Tanahun,2009,1691.45,1617.6
Tanahun,2010,1657.71,1654.5
Tanahun,2011,1588.17,1645.8
Tanahun,2012,1725.04,1657.0
Tanahun,2013,1563.25,1625.5
Tanahun,2014,1633.71,1640.7
Tanahun,2015,1608.49,1601.8
Tanahun,2016,1570.59,1604.3
Tanahun,2017,1599.61,1592.9
Tanahun,2018,1592.34,1587.5
Tanahun,2019,1619.70,1603.9
Tanahun,2020,1513.71,1575.3
Tanahun,2021,1509.79,1547.7
Tanahun,2022,1594.09,1539.2
Tanahun,2023,1673.67,1592.5
Taplejung,2005,1594.19,1594.2
Taplejung,2006,1578.07,1586.1
Taplejung,2007,1526.84,1566.4
Taplejung,2008,1520.70,1541.9
Taplejung,2009,1547.34,1531.6
Taplejung,2010,1528.61,1532.2
Taplejung,2011,1511.92,1529.3
Taplejung,2012,1587.08,1542.5
Taplejung,2013,1515.94,1538.3
Taplejung,2014,1539.51,1547.5
Taplejung,2015,1525.82,1527.1
Taplejung,2016,1502.26,1522.5
Taplejung,2017,1532.28,1520.1
Taplejung,2018,1467.92,1500.8
Taplejung,2019,1505.91,1502.0
Taplejung,2020,1422.72,1465.5
Taplejung,2021,1475.16,1467.9
Taplejung,2022,1521.55,1473.1
Taplejung,2023,1568.61,1521.8
Terhathum,2005,1614.57,1614.6
Terhathum,2006,1608.13,1611.4
Terhathum,2007,1530.69,1584.5
Terhathum,2008,1535.44,1558.1
Terhathum,2009,1558.15,1541.4
Terhathum,2010,1558.68,1550.8
Terhathum,2011,1530.12,1549.0
Terhathum,2012,1615.96,1568.3
Terhathum,2013,1538.79,1561.6
Terhathum,2014,1572.15,1575.6
Terhathum,2015,1535.38,1548.8
Terhathum,2016,1512.71,1540.1
Terhathum,2017,1548.14,1532.1
Terhathum,2018,1499.29,1520.0
Terhathum,2019,1532.51,1526.6
Terhathum,2020,1445.53,1492.4
Terhathum,2021,1516.51,1498.2
Terhathum,2022,1541.00,1501.0
Terhathum,2023,1606.21,1554.6
Udayapur,2005,1658.10,1658.1
Udayapur,2006,1660.15,1659.1
Udayapur,2007,1569.68,1629.3
Udayapur,2008,1595.32,1608.4
Udayapur,2009,1634.95,1600.0
Udayapur,2010,1620.27,1616.8
Udayapur,2011,1586.80,1614.0
Udayapur,2012,1691.23,1632.8
Udayapur,2013,1592.25,1623.4
Udayapur,2014,1598.97,1627.5
Udayapur,2015,1555.84,1582.4
Udayapur,2016,1556.81,1570.5
Udayapur,2017,1571.66,1561.4
Udayapur,2018,1574.01,1567.5
Udayapur,2019,1593.19,1579.6
Udayapur,2020,1493.35,1553.5
Udayapur,2021,1575.07,1553.9
Udayapur,2022,1594.47,1554.3
Udayapur,2023,1667.73,1612.4
