location,zone,month,GHI_monthly,DNI_monthly
Bajhang,Far-West Hills,6,146.14894736842106,98.63
Bajhang,Far-West Hills,7,106.61105263157894,49.863684210526316
Bajhang,Far-West Hills,8,106.87736842105264,56.26157894736842
Bajhang,Far-West Hills,9,117.17315789473685,89.6457894736842
Bajhang,Far-West Hills,10,123.52315789473684,132.14526315789473
Bajhang,Far-West Hills,11,100.7836842105263,136.30526315789476
Bajhang,Far-West Hills,12,92.65947368421052,143.01052631578946
Bajura,Far-West Hills,1,119.37052631578948,170.58631578947367
Bajura,Far-West Hills,2,130.9363157894737,160.57473684210527
Bajura,Far-West Hills,3,171.4936842105263,181.37157894736842
Bajura,Far-West Hills,4,180.37947368421052,172.56052631578947
Bajura,Far-West Hills,5,189.40157894736842,166.42157894736843
Bajura,Far-West Hills,6,157.00842105263158,120.25684210526316
Bajura,Far-West Hills,7,111.91,58.78578947368421
Bajura,Far-West Hills,8,108.46736842105264,59.264210526315786
Bajura,Far-West Hills,9,121.44789473684212,95.64684210526316
Bajura,Far-West Hills,10,136.8205263157895,152.42368421052632
Bajura,Far-West Hills,11,120.34578947368422,165.11157894736843
Bajura,Far-West Hills,12,114.9857894736842,179.8121052631579
Banke,Mid-West Terai,1,121.01578947368422,186.77631578947367
Banke,Mid-West Terai,2,135.2757894736842,185.48157894736843
Banke,Mid-West Terai,3,186.70684210526315,230.46368421052634
Banke,Mid-West Terai,4,207.3594736842105,236.47578947368422
Banke,Mid-West Terai,5,214.56947368421052,224.44789473684213
Banke,Mid-West Terai,6,174.15947368421052,159.3478947368421
Banke,Mid-West Terai,7,124.28105263157896,84.45105263157895
Banke,Mid-West Terai,8,128.1157894736842,96.40105263157895
Banke,Mid-West Terai,9,132.81684210526316,124.40052631578948
Banke,Mid-West Terai,10,146.76684210526318,185.66842105263157
Banke,Mid-West Terai,11,126.3521052631579,193.2821052631579
Banke,Mid-West Terai,12,115.97894736842105,188.7563157894737
Bara,Madhesh Terai,1,125.81263157894738,198.4936842105263
Bara,Madhesh Terai,2,138.97894736842105,191.6942105263158
Bara,Madhesh Terai,3,187.9063157894737,228.55315789473684
Bara,Madhesh Terai,4,203.21894736842106,227.3136842105263
Bara,Madhesh Terai,5,202.17736842105262,202.98210526315788
Bara,Madhesh Terai,6,163.04684210526315,141.00736842105263
Bara,Madhesh Terai,7,126.6042105263158,88.32157894736842
Bara,Madhesh Terai,8,129.7305263157895,98.28578947368422
Bara,Madhesh Terai,9,127.45894736842104,116.00894736842106
Bara,Madhesh Terai,10,143.29315789473685,173.09473684210525
Bara,Madhesh Terai,11,129.71263157894737,191.02421052631578
Bara,Madhesh Terai,12,119.34526315789473,194.56842105263158
Bardiya,Mid-West Terai,1,119.01052631578946,182.79894736842104
Bardiya,Mid-West Terai,2,133.96947368421053,182.79736842105262
Bardiya,Mid-West Terai,3,185.98684210526315,230.43
Bardiya,Mid-West Terai,4,206.48894736842104,235.24894736842109
Bardiya,Mid-West Terai,5,213.85315789473685,223.09157894736842
Bardiya,Mid-West Terai,6,174.31263157894736,159.4221052631579
Bardiya,Mid-West Terai,7,120.99421052631578,80.16526315789474
Bardiya,Mid-West Terai,8,125.31052631578947,92.64368421052632
Bardiya,Mid-West Terai,9,132.3178947368421,123.62526315789474
Bardiya,Mid-West Terai,10,146.79999999999998,186.79526315789474
Bardiya,Mid-West Terai,11,125.03157894736842,192.05894736842106
Bardiya,Mid-West Terai,12,114.31947368421054,185.46263157894737
Bhaktapur,Central Hills,1,120.14210526315789,185.35
Bhaktapur,Central Hills,2,128.60105263157894,171.50842105263158
Bhaktapur,Central Hills,3,173.90578947368422,202.8678947368421
Bhaktapur,Central Hills,4,188.18157894736842,201.16210526315788
Bhaktapur,Central Hills,5,183.5557894736842,173.25421052631577
Bhaktapur,Central Hills,6,144.17157894736843,111.66421052631578
Bhaktapur,Central Hills,7,107.39526315789473,58.99842105263158
Bhaktapur,Central Hills,8,115.35789473684211,72.63315789473684
Bhaktapur,Central Hills,9,118.41263157894737,97.16
Bhaktapur,Central Hills,10,132.03052631578947,151.14210526315787
Bhaktapur,Central Hills,11,117.03263157894736,165.60473684210524
Bhaktapur,Central Hills,12,111.49263157894738,179.44
Bhojpur,Eastern Hills,1,117.8,173.8057894736842
Bhojpur,Eastern Hills,2,123.14947368421053,158.1978947368421
Bhojpur,Eastern Hills,3,167.46105263157895,190.8821052631579
Bhojpur,Eastern Hills,4,178.1015789473684,183.8384210526316
Bhojpur,Eastern Hills,5,165.98263157894738,143.60473684210527
Bhojpur,Eastern Hills,6,127.37,90.18631578947368
Bhojpur,Eastern Hills,7,102.32052631578946,58.18578947368421
Bhojpur,Eastern Hills,8,111.58105263157894,71.34
Bhojpur,Eastern Hills,9,112.96526315789474,95.09631578947368
Bhojpur,Eastern Hills,10,131.37947368421052,149.70105263157893
Bhojpur,Eastern Hills,11,116.84105263157895,160.32105263157894
Bhojpur,Eastern Hills,12,110.68578947368422,170.69842105263157
Chitwan,Western Terai,1,119.40947368421054,188.7578947368421
Chitwan,Western Terai,2,129.49157894736842,175.04000000000002
Chitwan,Western Terai,3,178.92315789473685,214.2621052631579
Chitwan,Western Terai,4,193.30473684210526,214.99578947368423
Chitwan,Western Terai,5,189.0894736842105,187.03052631578947
Chitwan,Western Terai,6,148.24052631578948,124.44052631578947
Chitwan,Western Terai,7,110.62894736842104,69.09684210526315
Chitwan,Western Terai,8,115.98684210526316,81.83210526315789
Chitwan,Western Terai,9,118.13526315789473,104.13526315789474
Chitwan,Western Terai,10,135.53052631578947,162.42473684210526
Chitwan,Western Terai,11,119.64947368421053,174.48157894736843
Chitwan,Western Terai,12,112.34631578947368,183.98210526315788
Dadeldhura,Far-West Hills,1,116.28000000000002,188.58052631578946
Dadeldhura,Far-West Hills,2,125.80999999999999,168.08157894736843
Dadeldhura,Far-West Hills,3,171.05052631578948,196.60526315789474
Dadeldhura,Far-West Hills,4,189.9078947368421,201.41526315789474
Dadeldhura,Far-West Hills,5,192.9215789473684,180.53052631578947
Dadeldhura,Far-West Hills,6,158.18052631578948,130.09157894736842
Dadeldhura,Far-West Hills,7,106.5521052631579,61.12157894736842
Dadeldhura,Far-West Hills,8,108.18631578947368,68.95526315789475
Dadeldhura,Far-West Hills,9,125.67315789473685,112.90157894736842
Dadeldhura,Far-West Hills,10,140.61684210526315,173.8678947368421
Dadeldhura,Far-West Hills,11,121.66894736842106,182.32736842105263
Dadeldhura,Far-West Hills,12,113.85526315789474,192.10789473684213
Dailekh,Mid-West Hills,1,123.96526315789474,193.63368421052633
Dailekh,Mid-West Hills,2,133.44526315789474,173.81578947368422
Dailekh,Mid-West Hills,3,182.78105263157894,220.5257894736842
Dailekh,Mid-West Hills,4,197.26315789473685,207.64736842105265
Dailekh,Mid-West Hills,5,201.30736842105264,196.03473684210525
Dailekh,Mid-West Hills,6,162.14315789473685,136.88
Dailekh,Mid-West Hills,7,109.15736842105262,62.39421052631579
Dailekh,Mid-West Hills,8,111.85105263157895,70.33421052631579
Dailekh,Mid-West Hills,9,125.62894736842104,108.99315789473684
Dailekh,Mid-West Hills,10,143.88526315789474,176.34105263157895
Dailekh,Mid-West Hills,11,127.09052631578946,195.9894736842105
Dailekh,Mid-West Hills,12,119.34631578947368,200.9357894736842
Dang,Inner Terai,1,124.72684210526316,197.44947368421052
Dang,Inner Terai,2,136.04999999999998,188.30947368421053
Dang,Inner Terai,3,186.01052631578946,227.4973684210526
Dang,Inner Terai,4,204.79105263157896,232.74105263157895
Dang,Inner Terai,5,208.93157894736842,215.7947368421053
Dang,Inner Terai,6,166.97526315789472,149.47052631578947
Dang,Inner Terai,7,120.67421052631579,79.2321052631579
Dang,Inner Terai,8,124.15421052631578,90.68736842105262
Dang,Inner Terai,9,129.27315789473684,118.61736842105263
Dang,Inner Terai,10,143.74,179.6378947368421
Dang,Inner Terai,11,125.47421052631577,189.84736842105264
Dang,Inner Terai,12,117.35947368421053,193.5457894736842
Darchula,Far-West Hills,1,105.89421052631579,154.00368421052633
Darchula,Far-West Hills,2,122.62736842105264,158.33105263157896
Darchula,Far-West Hills,3,170.83684210526317,190.1236842105263
Darchula,Far-West Hills,4,190.00842105263158,187.11157894736843
Darchula,Far-West Hills,5,194.2342105263158,167.2278947368421
Darchula,Far-West Hills,6,163.62,125.60000000000001
Darchula,Far-West Hills,7,110.25263157894737,59.70947368421053
Darchula,Far-West Hills,8,110.1157894736842,65.79105263157895
Darchula,Far-West Hills,9,131.77736842105264,116.57736842105263
Darchula,Far-West Hills,10,147.64105263157893,180.54315789473685
Darchula,Far-West Hills,11,120.91631578947367,180.13526315789474
Darchula,Far-West Hills,12,104.74842105263158,167.77157894736843
Dhading,Central Hills,1,118.53315789473685,180.25842105263158
Dhading,Central Hills,2,126.5357894736842,163.3515789473684
Dhading,Central Hills,3,173.1721052631579,198.56052631578947
Dhading,Central Hills,4,187.9936842105263,196.90894736842105
Dhading,Central Hills,5,182.50684210526316,168.29000000000002
Dhading,Central Hills,6,142.08315789473684,108.54473684210525
Dhading,Central Hills,7,103.69263157894737,54.61842105263158
Dhading,Central Hills,8,110.6157894736842,68.05
Dhading,Central Hills,9,115.95052631578947,94.42368421052632
Dhading,Central Hills,10,133.04105263157896,155.8084210526316
Dhading,Central Hills,11,115.66789473684211,161.54684210526315
Dhading,Central Hills,12,109.7721052631579,172.25315789473683
Dhankuta,Eastern Hills,1,116.60684210526317,161.63526315789474
Dhankuta,Eastern Hills,2,121.28263157894736,147.33105263157896
Dhankuta,Eastern Hills,3,164.04684210526315,178.72421052631577
Dhankuta,Eastern Hills,4,175.62263157894736,173.1942105263158
Dhankuta,Eastern Hills,5,164.6957894736842,135.27947368421053
Dhankuta,Eastern Hills,6,126.28157894736842,84.37421052631579
Dhankuta,Eastern Hills,7,101.82947368421053,54.93684210526315
Dhankuta,Eastern Hills,8,111.83105263157894,68.6542105263158
Dhankuta,Eastern Hills,9,113.32263157894738,91.02157894736843
Dhankuta,Eastern Hills,10,131.62052631578948,146.32157894736844
Dhankuta,Eastern Hills,11,115.47263157894737,151.9921052631579
Dhankuta,Eastern Hills,12,109.4757894736842,159.86
Dhanusha,Madhesh Terai,1,123.0657894736842,189.30263157894737
Dhanusha,Madhesh Terai,2,135.92473684210526,184.6821052631579
Dhanusha,Madhesh Terai,3,185.29684210526315,224.76
Dhanusha,Madhesh Terai,4,198.15684210526317,217.41631578947369
Dhanusha,Madhesh Terai,5,192.8036842105263,188.34368421052633
Dhanusha,Madhesh Terai,6,153.41105263157894,127.93157894736841
Dhanusha,Madhesh Terai,7,122.49,83.54736842105264
Dhanusha,Madhesh Terai,8,125.76315789473684,93.35473684210527
Dhanusha,Madhesh Terai,9,124.4557894736842,112.06473684210526
Dhanusha,Madhesh Terai,10,139.97684210526316,166.86052631578946
Dhanusha,Madhesh Terai,11,125.77052631578947,182.14105263157893
Dhanusha,Madhesh Terai,12,115.45736842105264,184.16684210526316
Dolakha,Central Hills,1,127.10947368421053,191.57894736842104
Dolakha,Central Hills,2,134.79473684210527,171.98263157894738
Dolakha,Central Hills,3,180.32631578947368,211.82368421052632
Dolakha,Central Hills,4,191.07736842105265,200.87157894736842
Dolakha,Central Hills,5,179.7621052631579,164.08157894736843
Dolakha,Central Hills,6,138.4463157894737,104.43684210526315
Dolakha,Central Hills,7,96.59894736842105,48.404736842105265
Dolakha,Central Hills,8,103.37789473684211,60.6578947368421
Dolakha,Central Hills,9,111.30947368421053,86.17736842105262
Dolakha,Central Hills,10,132.49526315789473,149.2021052631579
Dolakha,Central Hills,11,120.33157894736843,170.22315789473686
Dolakha,Central Hills,12,114.69736842105263,174.2305263157895
Dolpa,High Mountain,1,116.17315789473685,160.88684210526316
Dolpa,High Mountain,2,139.1378947368421,161.09684210526316
Dolpa,High Mountain,3,188.78157894736842,186.92
Dolpa,High Mountain,4,209.10526315789474,187.13894736842104
Dolpa,High Mountain,5,208.0236842105263,171.45315789473685
Dolpa,High Mountain,6,175.1921052631579,130.60684210526315
Dolpa,High Mountain,7,134.31263157894736,70.39263157894737
Dolpa,High Mountain,8,132.71684210526314,76.48631578947368
Dolpa,High Mountain,9,145.9557894736842,121.5221052631579
Dolpa,High Mountain,10,142.71263157894737,158.62947368421052
Dolpa,High Mountain,11,122.00578947368422,170.35315789473685
Dolpa,High Mountain,12,104.38157894736842,157.22105263157894
Doti,Far-West Hills,1,111.45947368421052,156.68052631578948
Doti,Far-West Hills,2,119.2721052631579,142.45736842105262
Doti,Far-West Hills,3,166.59736842105264,178.16684210526316
Doti,Far-West Hills,4,183.48736842105265,180.1442105263158
Doti,Far-West Hills,5,185.22105263157894,159.2694736842105
Doti,Far-West Hills,6,151.26,112.08526315789473
Doti,Far-West Hills,7,107.45210526315789,55.404210526315794
Doti,Far-West Hills,8,108.2857894736842,62.54
Doti,Far-West Hills,9,121.73631578947368,97.95052631578947
Doti,Far-West Hills,10,135.3621052631579,150.41947368421052
Doti,Far-West Hills,11,114.58842105263157,155.29473684210527
Doti,Far-West Hills,12,103.1878947368421,149.96473684210525
Gorkha,Central Hills,1,110.47894736842105,155.70684210526315
Gorkha,Central Hills,2,121.97842105263159,149.32684210526315
Gorkha,Central Hills,3,169.2163157894737,185.89105263157893
Gorkha,Central Hills,4,183.81736842105263,183.84421052631578
Gorkha,Central Hills,5,178.90684210526317,160.1342105263158
Gorkha,Central Hills,6,141.34368421052633,108.99684210526316
Gorkha,Central Hills,7,101.73894736842105,52.49263157894737
Gorkha,Central Hills,8,107.71157894736842,64.57263157894738
Gorkha,Central Hills,9,113.1715789473684,89.36684210526316
Gorkha,Central Hills,10,129.11947368421053,142.8063157894737
Gorkha,Central Hills,11,109.89999999999999,144.09
Gorkha,Central Hills,12,105.64052631578947,157.24263157894737
Gulmi,Western Hills,1,101.75157894736842,126.32947368421054
Gulmi,Western Hills,2,114.59421052631579,127.68263157894735
Gulmi,Western Hills,3,165.03052631578947,173.05315789473684
Gulmi,Western Hills,4,183.15842105263158,179.19315789473686
Gulmi,Western Hills,5,182.24894736842106,164.74
Gulmi,Western Hills,6,142.6442105263158,109.35631578947368
Gulmi,Western Hills,7,107.73684210526316,62.752631578947366
Gulmi,Western Hills,8,110.43105263157895,69.46368421052631
Gulmi,Western Hills,9,114.60263157894735,91.32
Gulmi,Western Hills,10,125.00526315789473,127.4857894736842
Gulmi,Western Hills,11,104.51526315789474,125.96000000000001
Gulmi,Western Hills,12,88.76,111.20842105263158
Humla,High Mountain,1,113.91894736842106,169.1184210526316
Humla,High Mountain,2,121.50578947368422,146.11368421052632
Humla,High Mountain,3,169.77684210526317,177.33473684210526
Humla,High Mountain,4,192.76052631578946,184.7384210526316
Humla,High Mountain,5,203.97368421052633,175.28052631578947
Humla,High Mountain,6,176.86789473684212,135.3021052631579
Humla,High Mountain,7,135.49894736842106,73.46315789473684
Humla,High Mountain,8,132.0542105263158,78.19157894736843
Humla,High Mountain,9,134.29315789473685,109.65947368421054
Humla,High Mountain,10,140.24315789473684,166.1405263157895
Humla,High Mountain,11,117.37263157894736,170.57105263157894
Humla,High Mountain,12,110.19736842105263,180.41842105263157
Ilam,Eastern Hills,1,114.54368421052631,168.31
Ilam,Eastern Hills,2,122.2384210526316,157.6536842105263
Ilam,Eastern Hills,3,166.6484210526316,189.9805263157895
Ilam,Eastern Hills,4,173.08315789473684,175.21157894736842
Ilam,Eastern Hills,5,163.78947368421052,139.75578947368422
Ilam,Eastern Hills,6,123.82315789473684,87.90684210526315
Ilam,Eastern Hills,7,103.5336842105263,61.95315789473684
Ilam,Eastern Hills,8,112.04,73.66894736842106
Ilam,Eastern Hills,9,113.84105263157895,97.45947368421052
Ilam,Eastern Hills,10,131.59473684210528,148.8963157894737
Ilam,Eastern Hills,11,118.49052631578948,165.68473684210525
Ilam,Eastern Hills,12,109.69052631578947,170.07684210526315
Jajarkot,Mid-West Hills,1,122.49052631578948,180.34842105263158
Jajarkot,Mid-West Hills,2,132.36631578947367,166.64894736842106
Jajarkot,Mid-West Hills,3,182.2163157894737,209.95263157894738
Jajarkot,Mid-West Hills,4,200.0078947368421,211.65421052631578
Jajarkot,Mid-West Hills,5,200.72526315789472,189.47526315789472
Jajarkot,Mid-West Hills,6,159.10736842105263,130.07368421052632
Jajarkot,Mid-West Hills,7,108.33894736842106,59.68578947368421
Jajarkot,Mid-West Hills,8,112.46526315789474,71.11894736842105
Jajarkot,Mid-West Hills,9,123.72210526315789,104.68947368421053
Jajarkot,Mid-West Hills,10,139.7984210526316,160.42684210526318
Jajarkot,Mid-West Hills,11,122.56421052631578,174.33578947368423
Jajarkot,Mid-West Hills,12,115.03999999999999,181.07
Jhapa,Eastern Terai,1,119.47684210526316,177.58315789473684
Jhapa,Eastern Terai,2,129.7136842105263,170.94263157894736
Jhapa,Eastern Terai,3,174.6536842105263,205.51105263157896
Jhapa,Eastern Terai,4,175.9678947368421,177.16526315789474
Jhapa,Eastern Terai,5,164.25526315789475,139.29000000000002
Jhapa,Eastern Terai,6,124.99842105263157,87.98105263157895
Jhapa,Eastern Terai,7,109.05894736842104,67.04947368421053
Jhapa,Eastern Terai,8,115.69368421052631,78.67
Jhapa,Eastern Terai,9,115.68684210526317,99.05315789473684
Jhapa,Eastern Terai,10,133.82210526315788,155.5757894736842
Jhapa,Eastern Terai,11,122.94157894736841,173.41947368421054
Jhapa,Eastern Terai,12,114.08842105263157,178.22736842105263
Jumla,High Mountain,1,130.66947368421052,194.1936842105263
Jumla,High Mountain,2,146.3284210526316,192.29631578947368
Jumla,High Mountain,3,195.9578947368421,221.86315789473682
Jumla,High Mountain,4,202.60315789473685,198.74473684210525
Jumla,High Mountain,5,201.00052631578947,178.51736842105262
Jumla,High Mountain,6,168.80052631578948,137.57736842105265
Jumla,High Mountain,7,122.8378947368421,69.90947368421052
Jumla,High Mountain,8,121.25473684210527,74.31947368421052
Jumla,High Mountain,9,137.82947368421054,125.75684210526316
Jumla,High Mountain,10,155.32105263157894,198.16105263157894
Jumla,High Mountain,11,135.80315789473684,210.30052631578948
Jumla,High Mountain,12,125.13210526315791,209.22526315789474
Kailali,Far-West Terai,1,116.94789473684212,181.11631578947367
Kailali,Far-West Terai,2,130.20000000000002,176.11736842105265
Kailali,Far-West Terai,3,178.07526315789474,216.69789473684213
Kailali,Far-West Terai,4,196.24842105263158,216.18894736842105
Kailali,Far-West Terai,5,202.3736842105263,204.36
Kailali,Far-West Terai,6,166.42263157894735,147.30473684210526
Kailali,Far-West Terai,7,116.50210526315789,73.57684210526315
Kailali,Far-West Terai,8,119.22736842105265,83.01368421052632
Kailali,Far-West Terai,9,129.19736842105263,117.3521052631579
Kailali,Far-West Terai,10,143.6257894736842,182.26842105263157
Kailali,Far-West Terai,11,124.15736842105262,192.10473684210524
Kailali,Far-West Terai,12,114.10157894736841,187.52947368421053
Kalikot,Mid-West Hills,1,122.96894736842104,187.03736842105263
Kalikot,Mid-West Hills,2,135.16684210526316,177.3521052631579
Kalikot,Mid-West Hills,3,176.27684210526317,192.07210526315788
Kalikot,Mid-West Hills,4,187.47526315789474,179.20684210526315
Kalikot,Mid-West Hills,5,189.7978947368421,162.5457894736842
Kalikot,Mid-West Hills,6,154.49631578947367,115.08842105263157
Kalikot,Mid-West Hills,7,107.15684210526315,53.44684210526316
Kalikot,Mid-West Hills,8,108.20947368421052,60.7278947368421
Kalikot,Mid-West Hills,9,123.14999999999999,98.69842105263157
Kalikot,Mid-West Hills,10,140.83842105263156,160.7563157894737
Kalikot,Mid-West Hills,11,125.85315789473684,180.75105263157894
Kalikot,Mid-West Hills,12,119.23894736842105,195.92631578947368
Kanchanpur,Far-West Terai,1,116.41368421052633,176.91421052631577
Kanchanpur,Far-West Terai,2,130.1242105263158,174.62947368421052
Kanchanpur,Far-West Terai,3,177.9463157894737,209.01736842105262
Kanchanpur,Far-West Terai,4,196.5342105263158,209.53842105263158
Kanchanpur,Far-West Terai,5,202.87736842105264,199.19105263157894
Kanchanpur,Far-West Terai,6,168.49263157894737,148.57157894736844
Kanchanpur,Far-West Terai,7,114.56210526315789,73.23631578947368
Kanchanpur,Far-West Terai,8,116.98473684210526,79.7557894736842
Kanchanpur,Far-West Terai,9,131.4257894736842,121.75473684210527
Kanchanpur,Far-West Terai,10,144.7342105263158,182.41631578947369
Kanchanpur,Far-West Terai,11,123.47526315789474,183.13368421052633
Kanchanpur,Far-West Terai,12,113.83368421052633,187.22526315789474
Kapilvastu,Western Terai,1,119.90578947368421,181.0978947368421
Kapilvastu,Western Terai,2,132.50368421052633,179.92105263157896
Kapilvastu,Western Terai,3,185.7157894736842,224.59473684210528
Kapilvastu,Western Terai,4,203.14315789473685,229.71894736842106
Kapilvastu,Western Terai,5,205.21263157894737,208.28526315789475
Kapilvastu,Western Terai,6,163.41105263157894,143.10052631578947
Kapilvastu,Western Terai,7,122.14999999999999,83.2836842105263
Kapilvastu,Western Terai,8,124.20157894736842,92.03631578947369
Kapilvastu,Western Terai,9,127.08684210526316,116.96684210526315
Kapilvastu,Western Terai,10,141.58578947368423,173.8078947368421
Kapilvastu,Western Terai,11,122.97421052631577,180.72842105263157
Kapilvastu,Western Terai,12,113.26736842105262,181.8394736842105
Kaski,Western Hills,1,115.34684210526316,177.67526315789473
Kaski,Western Hills,2,122.33368421052633,165.54894736842104
Kaski,Western Hills,3,172.17526315789473,202.7878947368421
Kaski,Western Hills,4,185.9521052631579,192.24052631578948
Kaski,Western Hills,5,179.5921052631579,167.08052631578946
Kaski,Western Hills,6,137.83315789473684,105.2
Kaski,Western Hills,7,102.98157894736842,56.82947368421053
Kaski,Western Hills,8,107.67052631578947,66.61368421052632
Kaski,Western Hills,9,114.3863157894737,94.48947368421052
Kaski,Western Hills,10,135.0357894736842,159.0584210526316
Kaski,Western Hills,11,116.78421052631579,172.22052631578947
Kaski,Western Hills,12,110.34210526315789,183.4621052631579
Kathmandu,Central Hills,1,120.02947368421053,183.70263157894738
Kathmandu,Central Hills,2,128.59421052631578,171.73736842105265
Kathmandu,Central Hills,3,173.97052631578947,204.54631578947368
Kathmandu,Central Hills,4,188.15684210526317,200.7878947368421
Kathmandu,Central Hills,5,183.5536842105263,173.23315789473682
Kathmandu,Central Hills,6,144.1678947368421,111.65421052631578
Kathmandu,Central Hills,7,107.39526315789473,58.992631578947375
Kathmandu,Central Hills,8,115.35947368421053,72.64684210526316
Kathmandu,Central Hills,9,118.41105263157894,97.25210526315789
Kathmandu,Central Hills,10,132.03052631578947,151.57
Kathmandu,Central Hills,11,117.03263157894736,165.82947368421054
Kathmandu,Central Hills,12,111.48526315789475,179.84157894736842
